Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
CO;MT;Cuiabá;F;entre 51 a 60 anos;2014;8;21/08/2014;29/08/2014;16/09/2014;8;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Campos dos Goytacazes;M;entre 31 a 40 anos;2014;8;21/08/2014;29/08/2014;01/09/2014;8;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;2
SE;SP;Pacaembu;M;entre 31 a 40 anos;2014;8;26/08/2014;04/09/2014;04/09/2014;9;Magazineluiza.com;Comércio Eletrônico;Produtos de telefonia e informática;Microcomputador e laptops;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;1
SE;SP;São Paulo;F;entre 21 a 30 anos;2014;8;26/08/2014;01/09/2014;11/09/2014;6;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;8;27/08/2014;06/09/2014;24/09/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Portabilidade não efetivada;Telefone;S;S;Finalizada avaliada;Resolvida;3
N ;RO;Porto Velho;M;entre 31 a 40 anos;2014;8;22/08/2014;01/09/2014;04/09/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;8;26/08/2014;05/09/2014;05/09/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Portabilidade não efetivada;Loja física;S;S;Finalizada avaliada;Resolvida;4
NE;MA;São Luís;M;entre 41 a 50 anos;2014;8;27/08/2014;03/09/2014;24/09/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Jales;F;entre 21 a 30 anos;2014;8;28/08/2014;05/09/2014;12/09/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;N;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;8;22/08/2014;28/08/2014;01/09/2014;6;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Vício de Qualidade;Clonagem, fraude, furto e roubo;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;mais de 70 anos;2014;8;29/08/2014;02/09/2014;04/09/2014;4;Bradesco Promotora ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Telefone;S;S;Finalizada avaliada;Não Resolvida;2
S ;PR;São José dos Pinhais;M;entre 51 a 60 anos;2014;8;25/08/2014;02/09/2014;07/09/2014;8;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Telefone;S;S;Finalizada avaliada;Resolvida;1
SE;MG;Teófilo Otoni;F;entre 61 a 70 anos;2014;8;28/08/2014;02/09/2014;08/09/2014;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Ganhei de presente;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;M;entre 41 a 50 anos;2014;8;25/08/2014;29/08/2014;02/09/2014;4;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Jacareí;M;entre 31 a 40 anos;2014;8;25/08/2014;04/09/2014;16/09/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamento de Imóveis;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Loja física;S;S;Finalizada avaliada;Resolvida;3
NE;PB;Campina Grande;M;entre 21 a 30 anos;2014;8;29/08/2014;03/09/2014;24/09/2014;5;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 51 a 60 anos;2014;8;31/08/2014;10/09/2014;10/09/2014;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Juiz de Fora;F;entre 31 a 40 anos;2014;8;26/08/2014;02/09/2014;07/09/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;8;12/08/2014;21/08/2014;08/09/2014;9;Consul;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;8;12/08/2014;13/08/2014;02/09/2014;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;8;17/08/2014;27/08/2014;04/09/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Osasco;M;entre 51 a 60 anos;2014;8;12/08/2014;21/08/2014;10/09/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Congonhas;F;mais de 70 anos;2014;8;13/08/2014;22/08/2014;11/09/2014;9;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Ferraz de Vasconcelos;M;entre 51 a 60 anos;2014;8;18/08/2014;25/08/2014;14/09/2014;7;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;8;29/08/2014;05/09/2014;23/09/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Bernardo do Campo;F;entre 41 a 50 anos;2014;8;18/08/2014;27/08/2014;17/09/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Colombo;M;entre 21 a 30 anos;2014;8;14/08/2014;21/08/2014;10/09/2014;7;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Campinas;M;entre 31 a 40 anos;2014;8;14/08/2014;19/08/2014;08/09/2014;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 61 a 70 anos;2014;8;15/08/2014;25/08/2014;14/09/2014;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;MS;Campo Grande;F;entre 31 a 40 anos;2014;8;15/08/2014;22/08/2014;11/09/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;Santana do Maranhão;F;entre 21 a 30 anos;2014;8;27/08/2014;05/09/2014;08/09/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 21 a 30 anos;2014;8;26/08/2014;01/09/2014;01/09/2014;6;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Negativação indevida;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 21 a 30 anos;2014;8;25/08/2014;03/09/2014;24/09/2014;9;Walmart.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;EmbuGuaçu;M;entre 31 a 40 anos;2014;8;27/08/2014;02/09/2014;23/09/2014;6;Cartão Submarino;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Internet;N;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 31 a 40 anos;2014;8;07/08/2014;14/08/2014;02/09/2014;7;Extra.com;Comércio Eletrônico;Produtos de telefonia e informática;Microcomputador e laptops;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 21 a 30 anos;2014;8;29/08/2014;05/09/2014;06/09/2014;7;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;8;29/08/2014;08/09/2014;26/09/2014;10;Tam;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;4
SE;SP;Franca;M;entre 41 a 50 anos;2014;8;09/08/2014;12/08/2014;01/09/2014;3;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Iaçu;M;entre 41 a 50 anos;2014;8;09/08/2014;18/08/2014;07/09/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;8;22/08/2014;01/09/2014;20/09/2014;10;Light;Energia Elétrica, Água e Esgoto;Água, Energia, Gás;Energia Elétrica;Vício de Qualidade;Má qualidade do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;4
CO;MS;Campo Grande;M;entre 31 a 40 anos;2014;8;26/08/2014;02/09/2014;23/09/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 51 a 60 anos;2014;8;09/08/2014;19/08/2014;08/09/2014;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguro de Vida / Acidentes Pessoais / Desemprego;Contrato / Oferta;Cláusulas irregulares / abusivas / de interpretação dúbia;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;São José dos Pinhais;F;entre 51 a 60 anos;2014;8;27/08/2014;29/08/2014;19/09/2014;2;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;CE;Fortaleza;M;entre 21 a 30 anos;2014;8;27/08/2014;01/09/2014;15/09/2014;5;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;F;entre 51 a 60 anos;2014;8;09/08/2014;19/08/2014;08/09/2014;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;M;entre 21 a 30 anos;2014;8;31/08/2014;04/09/2014;04/09/2014;4;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;8;31/08/2014;02/09/2014;21/09/2014;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Cerquilho;F;entre 61 a 70 anos;2014;8;08/08/2014;14/08/2014;03/09/2014;6;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 51 a 60 anos;2014;8;09/08/2014;15/08/2014;01/09/2014;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Cascavel;M;entre 21 a 30 anos;2014;8;10/08/2014;13/08/2014;02/09/2014;3;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 61 a 70 anos;2014;8;11/08/2014;21/08/2014;10/09/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Rodelas;M;entre 31 a 40 anos;2014;8;31/08/2014;10/09/2014;10/09/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Santo André;F;entre 31 a 40 anos;2014;8;14/08/2014;25/08/2014;14/09/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 41 a 50 anos;2014;8;21/08/2014;29/08/2014;02/09/2014;8;Itauleasing;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;4
SE;RJ;Campos dos Goytacazes;M;entre 21 a 30 anos;2014;8;21/08/2014;26/08/2014;15/09/2014;5;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;3
NE;MA;São Luís;M;entre 21 a 30 anos;2014;8;18/08/2014;25/08/2014;14/09/2014;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Stand, feiras e eventos;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Belo Horizonte;M;entre 61 a 70 anos;2014;8;08/08/2014;18/08/2014;07/09/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;F;entre 21 a 30 anos;2014;8;22/08/2014;26/08/2014;15/09/2014;4;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Nova Iguaçu;F;entre 31 a 40 anos;2014;8;15/08/2014;21/08/2014;10/09/2014;6;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;N;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 21 a 30 anos;2014;8;11/08/2014;14/08/2014;03/09/2014;3;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;São João de Meriti;F;mais de 70 anos;2014;8;24/08/2014;03/09/2014;05/09/2014;10;Light;Energia Elétrica, Água e Esgoto;Água, Energia, Gás;Energia Elétrica;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Domicílio;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;8;26/08/2014;03/09/2014;24/09/2014;8;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;F;entre 21 a 30 anos;2014;8;15/08/2014;22/08/2014;11/09/2014;7;Americanas.com;Comércio Eletrônico;Serviços Financeiros;Seguro de Vida / Acidentes Pessoais / Desemprego;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;F;mais de 70 anos;2014;8;11/08/2014;19/08/2014;08/09/2014;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Alfenas;M;entre 31 a 40 anos;2014;8;25/08/2014;04/09/2014;25/09/2014;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;8;24/08/2014;01/09/2014;04/09/2014;8;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;8;27/08/2014;03/09/2014;05/09/2014;7;Americanas.com;Comércio Eletrônico;Produtos de telefonia e informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;8;20/08/2014;30/08/2014;06/09/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;8;27/08/2014;02/09/2014;21/09/2014;6;Americanas.com;Comércio Eletrônico;Produtos de telefonia e informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;3
CO;DF;Brasília;M;entre 41 a 50 anos;2014;8;24/08/2014;29/08/2014;19/09/2014;5;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;8;24/08/2014;01/09/2014;02/09/2014;8;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;São José dos Pinhais;M;entre 31 a 40 anos;2014;8;28/08/2014;29/08/2014;16/09/2014;1;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;1
SE;SP;Osasco;M;entre 31 a 40 anos;2014;8;15/08/2014;20/08/2014;08/09/2014;5;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;8;29/08/2014;06/09/2014;27/09/2014;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;São José dos Pinhais;M;entre 21 a 30 anos;2014;8;16/08/2014;22/08/2014;11/09/2014;6;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;8;27/08/2014;01/09/2014;03/09/2014;5;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Internet;S;S;Finalizada avaliada;Resolvida;4
