Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
S ;SC;Içara;M;entre 61 a 70 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Santo André;F;entre 21 a 30 anos;2014;10;30/10/2014;;01/12/2014;;Caixa Seguros;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Demais Seguros (exceto habitacional);Contrato / Oferta;Negativa de cobertura / Demora injustificada ou Divergência na indenização;Não comprei / contratei;S;N;Finalizada não avaliada;Não Avaliada;
SE;SP;Jales;F;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;N;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Santa Cruz do Sul;F;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Hipercard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Araquari;M;mais de 70 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Itapema;F;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;GO;Aparecida de Goiânia;F;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Serviços na internet (provedor, hospedagem, antivírus, vídeos online, aplicativos, jogos);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;M;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Magazineluiza.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Mirassol;M;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Mangaratiba;M;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Dois Irmãos;F;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Credicard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Schroeder;M;entre 21 a 30 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;São Gonçalo;F;entre 21 a 30 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Canela;M;entre 41 a 50 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Ascurra;F;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Bernardo do Campo;F;entre 21 a 30 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Venda casada (garantia estendida, seguro, cursos etc);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Joinville;F;mais de 70 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 41 a 50 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;F;entre 21 a 30 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
N ;RO;Porto Velho;F;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
N ;PA;Altamira;M;entre 41 a 50 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Suzano;M;entre 51 a 60 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
NE;CE;Fortaleza;M;entre 21 a 30 anos;2014;10;30/10/2014;;01/12/2014;;Insinuante;Varejo;Produtos Eletrodomésticos e Eletrônicos;Ar condicionado e aquecedor;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;N;Finalizada não avaliada;Não Avaliada;
S ;PR;Lapa;F;entre 61 a 70 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Margem consignável - bloqueio/ contestação;Telefone;N;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Joaçaba;F;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;São Francisco do Sul;M;entre 41 a 50 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;SC;Joinville;M;entre 41 a 50 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 41 a 50 anos;2014;10;31/10/2014;18/11/2014;09/12/2014;8;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Margem consignável - bloqueio/ contestação;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;10;31/10/2014;10/11/2014;01/12/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Bloqueio / Suspensão indevida do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;11;18/11/2014;21/11/2014;12/12/2014;3;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;11;13/11/2014;18/11/2014;04/12/2014;5;Americanas.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;2
N ;AC;Rio Branco;M;entre 31 a 40 anos;2014;11;25/11/2014;05/12/2014;26/12/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;N;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;F;entre 31 a 40 anos;2014;11;20/11/2014;21/11/2014;12/12/2014;1;Smiles;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Contrato / Oferta;Dificuldade para alterar ou cancelar o contrato /serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Rio Branco;F;entre 21 a 30 anos;2014;11;11/11/2014;14/11/2014;03/12/2014;3;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;N;S;Finalizada avaliada;Resolvida;5
CO;GO;Goiânia;F;entre 21 a 30 anos;2014;11;03/11/2014;11/11/2014;02/12/2014;8;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;11;28/11/2014;08/12/2014;08/12/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;11;07/11/2014;17/11/2014;08/12/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;11;09/11/2014;10/11/2014;01/12/2014;1;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;F;entre 41 a 50 anos;2014;11;28/11/2014;04/12/2014;25/12/2014;6;Walmart.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;11;10/11/2014;19/11/2014;08/12/2014;9;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Investimentos / Aplicações / Previdência Privada;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada avaliada;Resolvida;5
CO;GO;Hidrolândia;F;entre 31 a 40 anos;2014;11;27/11/2014;03/12/2014;05/12/2014;6;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;F;entre 41 a 50 anos;2014;11;25/11/2014;03/12/2014;03/12/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;11;28/11/2014;01/12/2014;12/12/2014;3;Americanas.com;Comércio Eletrônico;Demais Produtos;Livros e papelaria (material didático, jornais, revistas, artigos de escritório, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Não Resolvida;2
CO;GO;Goiânia;F;entre 31 a 40 anos;2014;11;25/11/2014;05/12/2014;07/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;11;26/11/2014;05/12/2014;05/12/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;N;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;11;27/11/2014;04/12/2014;06/12/2014;7;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Loja física;S;S;Finalizada avaliada;Resolvida;3
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;11;27/11/2014;06/12/2014;06/12/2014;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada avaliada;Resolvida;3
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;11;27/11/2014;05/12/2014;06/12/2014;8;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Atendimento / SAC;SAC - Dificuldade em obter protocolo, gravação ou histórico;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;11;24/11/2014;02/12/2014;06/12/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;2
SE;RJ;Rio de Janeiro;M;entre 21 a 30 anos;2014;11;27/11/2014;05/12/2014;08/12/2014;8;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Bento;F;mais de 70 anos;2014;11;05/11/2014;10/11/2014;01/12/2014;5;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;11;17/11/2014;26/11/2014;08/12/2014;9;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Vício de Qualidade;Dificuldade de contato ou acesso aos serviços - caixa eletrônico, agência, internet banking;Internet;S;S;Finalizada avaliada;Resolvida;4
NE;SE;Nossa Senhora do Socorro;M;entre 21 a 30 anos;2014;11;22/11/2014;02/12/2014;23/12/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;N;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 21 a 30 anos;2014;11;19/11/2014;26/11/2014;09/12/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Demais aparelhos de comunicação;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Telefone;S;S;Finalizada avaliada;Resolvida;5
NE;PE;Recife;M;entre 21 a 30 anos;2014;11;28/11/2014;08/12/2014;26/12/2014;10;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;PE;Recife;M;entre 21 a 30 anos;2014;11;18/11/2014;26/11/2014;17/12/2014;8;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Bloqueio / Suspensão indevida do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;M;entre 21 a 30 anos;2014;11;18/11/2014;28/11/2014;08/12/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;1
CO;DF;Brasília;M;entre 41 a 50 anos;2014;11;05/11/2014;11/11/2014;02/12/2014;6;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
