Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
SE;SP;São Paulo;M;mais de 70 anos;2014;7;14/07/2014;24/07/2014;13/08/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 51 a 60 anos;2014;7;22/07/2014;01/08/2014;19/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;3
SE;SP;Taubaté;M;entre 41 a 50 anos;2014;7;22/07/2014;31/07/2014;10/08/2014;9;Brastemp;Fabricantes - Linha Branca;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Internet;S;S;Finalizada avaliada;Resolvida;4
SE;SP;Santa Bárbara d'Oeste;M;entre 31 a 40 anos;2014;7;10/07/2014;17/07/2014;06/08/2014;7;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Pinhais;F;entre 51 a 60 anos;2014;7;15/07/2014;25/07/2014;14/08/2014;10;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade em obter protocolo, gravação ou histórico;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Rio Branco;F;entre 41 a 50 anos;2014;7;29/07/2014;31/07/2014;11/08/2014;2;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;7;30/07/2014;07/08/2014;07/08/2014;8;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Betim;M;entre 41 a 50 anos;2014;7;21/07/2014;29/07/2014;18/08/2014;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;MS;Camapuã;M;entre 21 a 30 anos;2014;7;12/07/2014;18/07/2014;07/08/2014;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Publicidade abusiva / ofensiva / discriminatória;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Rio Branco;F;entre 21 a 30 anos;2014;7;24/07/2014;29/07/2014;18/08/2014;5;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;S;S;Finalizada não avaliada;Não Avaliada;
N ;AM;Manaus;M;entre 31 a 40 anos;2014;7;24/07/2014;31/07/2014;20/08/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;M;entre 21 a 30 anos;2014;7;29/07/2014;08/08/2014;12/08/2014;10;Hipercard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Informação;Dados pessoais incorretos – dificuldade de retificação;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3
CO;MT;Cuiabá;F;entre 41 a 50 anos;2014;7;12/07/2014;14/07/2014;03/08/2014;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Ganhei de presente;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 41 a 50 anos;2014;7;24/07/2014;01/08/2014;21/08/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Bela Vista do Paraíso;M;até 20 anos;2014;7;25/07/2014;02/08/2014;03/08/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;2
SE;RJ;Niterói;M;entre 21 a 30 anos;2014;7;25/07/2014;04/08/2014;24/08/2014;10;Americanas.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Americana;M;entre 31 a 40 anos;2014;7;25/07/2014;29/07/2014;01/08/2014;4;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Ganhei de presente;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;F;entre 51 a 60 anos;2014;7;25/07/2014;28/07/2014;04/08/2014;3;Submarino Viagens;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada avaliada;Resolvida;3
SE;SP;São Paulo;M;entre 41 a 50 anos;2014;7;14/07/2014;24/07/2014;09/08/2014;10;Credicard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada avaliada;Não Resolvida;3
NE;MA;São Luís;M;entre 61 a 70 anos;2014;7;14/07/2014;24/07/2014;13/08/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São José dos Campos;F;entre 41 a 50 anos;2014;7;15/07/2014;25/07/2014;14/08/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 51 a 60 anos;2014;7;25/07/2014;04/08/2014;14/08/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;2
SE;SP;Bebedouro;M;entre 21 a 30 anos;2014;7;28/07/2014;01/08/2014;04/08/2014;4;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;7;29/07/2014;31/07/2014;02/08/2014;2;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;7;15/07/2014;22/07/2014;11/08/2014;7;Bradesco Promotora ;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Pouso Alegre;M;entre 41 a 50 anos;2014;7;24/07/2014;02/08/2014;03/08/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;2
S ;PR;Curitiba;M;até 20 anos;2014;7;30/07/2014;08/08/2014;28/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Queimados;F;entre 21 a 30 anos;2014;7;30/07/2014;07/08/2014;26/08/2014;8;Pontofrio.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Sumaré;M;entre 51 a 60 anos;2014;7;30/07/2014;06/08/2014;06/08/2014;7;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;2
SE;SP;Osasco;F;entre 31 a 40 anos;2014;7;15/07/2014;22/07/2014;11/08/2014;7;Banco Santander Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Santana de Parnaíba;M;entre 21 a 30 anos;2014;7;15/07/2014;24/07/2014;11/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Magé;F;entre 21 a 30 anos;2014;7;28/07/2014;07/08/2014;11/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;7;30/07/2014;08/08/2014;13/08/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;1
S ;PR;Cascavel;M;entre 31 a 40 anos;2014;7;22/07/2014;23/07/2014;12/08/2014;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;M;entre 31 a 40 anos;2014;7;30/07/2014;07/08/2014;07/08/2014;8;Pontofrio.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Alagoinhas;M;entre 21 a 30 anos;2014;7;31/07/2014;07/08/2014;07/08/2014;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Demais aparelhos de comunicação;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Telefone;N;S;Finalizada avaliada;Resolvida;1
S ;PR;Maringá;M;entre 21 a 30 anos;2014;7;24/07/2014;30/07/2014;05/08/2014;6;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Praia Grande;F;entre 51 a 60 anos;2014;7;28/07/2014;06/08/2014;21/08/2014;9;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida referente a cobrança não reconhecida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
SE;MG;Ouro Preto;M;entre 21 a 30 anos;2014;7;29/07/2014;05/08/2014;25/08/2014;7;Pontofrio.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;ES;Vitória;M;entre 21 a 30 anos;2014;7;30/07/2014;08/08/2014;11/08/2014;9;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2014;7;22/07/2014;23/07/2014;11/08/2014;1;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Telefone;N;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 41 a 50 anos;2014;7;23/07/2014;02/08/2014;10/08/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São José de Ribamar;M;entre 31 a 40 anos;2014;7;29/07/2014;31/07/2014;20/08/2014;2;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;M;entre 31 a 40 anos;2014;7;29/07/2014;07/08/2014;09/08/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;F;entre 51 a 60 anos;2014;7;29/07/2014;07/08/2014;27/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;F;entre 41 a 50 anos;2014;7;30/07/2014;15/08/2014;15/08/2014;10;Financeira Itaú Americanas;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Contrato / Oferta;Dificuldade de cancelamento/ exclusão do cadastro;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 41 a 50 anos;2014;7;14/07/2014;23/07/2014;11/08/2014;9;Walmart.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2014;7;29/07/2014;08/08/2014;12/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;São José dos Pinhais;F;entre 31 a 40 anos;2014;7;30/07/2014;04/08/2014;04/08/2014;5;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São Luís;F;entre 41 a 50 anos;2014;7;28/07/2014;04/08/2014;24/08/2014;7;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Seguros (exceto habitacional);Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 41 a 50 anos;2014;7;15/07/2014;25/07/2014;14/08/2014;10;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguro de Vida / Acidentes Pessoais / Desemprego;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;7;18/07/2014;24/07/2014;09/08/2014;6;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Atendimento / SAC;SAC - Dificuldade em obter protocolo, gravação ou histórico;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;São José dos Pinhais;F;entre 31 a 40 anos;2014;7;29/07/2014;08/08/2014;26/08/2014;10;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Domicílio;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Piraquara;M;entre 51 a 60 anos;2014;7;08/07/2014;14/07/2014;03/08/2014;6;Walmart.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Jaboatão dos Guararapes;M;entre 21 a 30 anos;2014;7;29/07/2014;04/08/2014;22/08/2014;6;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Resolvida;3
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;7;08/07/2014;17/07/2014;06/08/2014;9;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;7;15/07/2014;25/07/2014;14/08/2014;10;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Santo André;M;entre 21 a 30 anos;2014;7;25/07/2014;04/08/2014;04/08/2014;10;Bradesco Auto/RE;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;1
SE;SP;Santo André;M;entre 21 a 30 anos;2014;7;21/07/2014;31/07/2014;04/08/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Domicílio;S;S;Finalizada avaliada;Resolvida;3
S ;PR;União da Vitória;M;entre 41 a 50 anos;2014;7;11/07/2014;21/07/2014;08/08/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Negativação indevida;Loja física;S;S;Finalizada avaliada;Resolvida;2
NE;PE;Recife;M;entre 51 a 60 anos;2014;7;30/07/2014;08/08/2014;22/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
NE;PE;Recife;M;entre 51 a 60 anos;2014;7;31/07/2014;05/08/2014;07/08/2014;5;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Resolvida;1
CO;DF;Brasília;M;entre 21 a 30 anos;2014;7;18/07/2014;21/07/2014;10/08/2014;3;Tam;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Dificuldade para cancelar o serviço (Cobrança de multa abusiva, recusa etc);Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 51 a 60 anos;2014;7;21/07/2014;22/07/2014;11/08/2014;1;Walmart.com;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;7;28/07/2014;07/08/2014;07/08/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Dificuldade para obter boleto de quitação ou informações acerca de cálculos, pagamentos, saldo devedor;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Sarandi;M;entre 21 a 30 anos;2014;7;12/07/2014;21/07/2014;10/08/2014;9;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Duque de Caxias;F;entre 21 a 30 anos;2014;7;30/07/2014;07/08/2014;15/08/2014;8;Pontofrio.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;7;24/07/2014;31/07/2014;20/08/2014;7;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Niterói;M;entre 31 a 40 anos;2014;7;20/07/2014;23/07/2014;10/08/2014;3;Submarino;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Internet;N;S;Finalizada avaliada;Resolvida;5
SE;SP;Ribeirão Preto;F;entre 31 a 40 anos;2014;7;30/07/2014;31/07/2014;07/08/2014;1;Submarino;Comércio Eletrônico;Produtos de telefonia e informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;N;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São José dos Campos;M;entre 21 a 30 anos;2014;7;20/07/2014;24/07/2014;13/08/2014;4;Bradesco Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Maringá;M;até 20 anos;2014;7;23/07/2014;29/07/2014;18/08/2014;6;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;7;30/07/2014;08/08/2014;28/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
N ;AC;Epitaciolândia;M;entre 21 a 30 anos;2014;7;21/07/2014;31/07/2014;01/08/2014;10;Banco BMG;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Contrato / Oferta;Não entrega do contrato ou documentação relacionada ao serviço;Domicílio;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;F;entre 51 a 60 anos;2014;7;30/07/2014;08/08/2014;26/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
