Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
CO;DF;Brasília;M;entre 31 a 40 anos;2014;7;22/07/2014;28/07/2014;06/08/2014;6;Decolar.com;Agências de Viagens;Turismo/Viagens;Hospedagem;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;F;mais de 70 anos;2014;7;30/07/2014;09/08/2014;27/08/2014;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;S;S;Finalizada avaliada;Resolvida;5
N ;AC;Rio Branco;F;entre 51 a 60 anos;2014;7;14/07/2014;24/07/2014;04/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;3
NE;MA;São Luís;F;entre 21 a 30 anos;2014;7;21/07/2014;31/07/2014;20/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;M;entre 31 a 40 anos;2014;7;30/07/2014;08/08/2014;26/08/2014;9;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;MG;Juiz de Fora;M;entre 31 a 40 anos;2014;7;21/07/2014;30/07/2014;12/08/2014;9;Consul;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Informação;Informações incompletas / inadequadas sobre o produto (na oferta ou no manual);Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;7;07/07/2014;16/07/2014;05/08/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;7;14/07/2014;23/07/2014;12/08/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Não Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;7;02/07/2014;12/07/2014;01/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Santos Dumont;F;entre 21 a 30 anos;2014;7;25/07/2014;04/08/2014;05/08/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;3
CO;DF;Brasília;M;entre 21 a 30 anos;2014;7;29/07/2014;08/08/2014;11/08/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;7;16/07/2014;26/07/2014;15/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldade em obter protocolo, gravação ou histórico;Domicílio;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;Santa Helena;M;entre 31 a 40 anos;2014;7;16/07/2014;25/07/2014;14/08/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 31 a 40 anos;2014;7;24/07/2014;30/07/2014;09/08/2014;6;Submarino;Comércio Eletrônico;Produtos de telefonia e informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;4
CO;DF;Brasília;M;entre 31 a 40 anos;2014;7;30/07/2014;07/08/2014;09/08/2014;8;Submarino Viagens;Agências de Viagens;Transportes;Aéreo;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Internet;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Colombo;F;entre 31 a 40 anos;2014;7;21/07/2014;31/07/2014;20/08/2014;10;Submarino Viagens;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;
CO;MT;Cuiabá;M;entre 41 a 50 anos;2014;7;26/07/2014;05/08/2014;07/08/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Matinhos;M;entre 41 a 50 anos;2014;7;22/07/2014;28/07/2014;09/08/2014;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;M;entre 61 a 70 anos;2014;7;23/07/2014;28/07/2014;17/08/2014;5;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;7;18/07/2014;25/07/2014;14/08/2014;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Toledo;M;entre 61 a 70 anos;2014;7;29/07/2014;07/08/2014;27/08/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;até 20 anos;2014;7;12/07/2014;22/07/2014;01/08/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;N;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;até 20 anos;2014;7;08/07/2014;16/07/2014;05/08/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;N;S;Finalizada avaliada;Resolvida;3
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;7;29/07/2014;30/07/2014;03/08/2014;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Colombo;F;entre 41 a 50 anos;2014;7;18/07/2014;28/07/2014;17/08/2014;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Cascavel;M;entre 31 a 40 anos;2014;7;07/07/2014;17/07/2014;06/08/2014;10;Submarino;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;7;17/07/2014;25/07/2014;14/08/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;ES;Vitória;M;entre 51 a 60 anos;2014;7;21/07/2014;31/07/2014;12/08/2014;10;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada avaliada;Resolvida;1
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;7;25/07/2014;01/08/2014;11/08/2014;7;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada avaliada;Resolvida;3
SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2014;7;28/07/2014;07/08/2014;09/08/2014;10;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de compra/saque não reconhecido / Contestação de cobrança;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;7;30/07/2014;08/08/2014;09/08/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
CO;MT;Carlinda;M;entre 31 a 40 anos;2014;7;27/07/2014;29/07/2014;04/08/2014;2;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
CO;MT;Carlinda;M;entre 31 a 40 anos;2014;7;26/07/2014;05/08/2014;25/08/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 21 a 30 anos;2014;7;18/07/2014;22/07/2014;11/08/2014;4;Bradesco Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Financiamentos de Veículos / Leasing;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Loja física;N;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Pinhais;M;entre 21 a 30 anos;2014;7;09/07/2014;18/07/2014;05/08/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;7;18/07/2014;26/07/2014;15/08/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;mais de 70 anos;2014;7;30/07/2014;08/08/2014;09/08/2014;9;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Stand, feiras e eventos;S;S;Finalizada avaliada;Resolvida;1
SE;ES;Piúma;F;entre 31 a 40 anos;2014;7;18/07/2014;23/07/2014;12/08/2014;5;American Express - Amex;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;7;16/07/2014;25/07/2014;04/08/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;F;entre 31 a 40 anos;2014;7;30/07/2014;09/08/2014;27/08/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Telefone;S;S;Finalizada avaliada;Resolvida;2
SE;RJ;Rio de Janeiro;F;entre 51 a 60 anos;2014;7;24/07/2014;28/07/2014;17/08/2014;4;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 51 a 60 anos;2014;7;16/07/2014;23/07/2014;12/08/2014;7;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Bernardo do Campo;F;entre 21 a 30 anos;2014;7;18/07/2014;22/07/2014;04/08/2014;4;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Loja física;S;S;Finalizada avaliada;Resolvida;1
SE;SP;São Bernardo do Campo;F;entre 21 a 30 anos;2014;7;08/07/2014;17/07/2014;04/08/2014;9;Bradesco Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
S ;PR;Curitiba;M;entre 41 a 50 anos;2014;7;22/07/2014;23/07/2014;12/08/2014;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Demais aparelhos de comunicação;Cobrança / Contestação;Cobrança adicional não informada previamente (frete, montagem, taxas);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;São Gonçalo;M;entre 31 a 40 anos;2014;7;19/07/2014;28/07/2014;13/08/2014;9;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Falta de peça de reposição;Loja física;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;7;14/07/2014;24/07/2014;13/08/2014;10;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;F;entre 31 a 40 anos;2014;7;29/07/2014;06/08/2014;12/08/2014;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Osasco;F;entre 21 a 30 anos;2014;7;15/07/2014;25/07/2014;14/08/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;São José dos Pinhais;F;entre 31 a 40 anos;2014;7;09/07/2014;15/07/2014;04/08/2014;6;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Lambari;M;entre 21 a 30 anos;2014;7;27/07/2014;05/08/2014;05/08/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Demais aparelhos de comunicação;Entrega do Produto;Não entrega / demora na entrega do produto;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Dois Vizinhos;F;entre 41 a 50 anos;2014;7;29/07/2014;06/08/2014;26/08/2014;8;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Negativação indevida;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Bernardo do Campo;M;entre 21 a 30 anos;2014;7;20/07/2014;29/07/2014;06/08/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;S;S;Finalizada avaliada;Resolvida;3
NE;PE;Cabo de Santo Agostinho;F;entre 31 a 40 anos;2014;7;30/07/2014;07/08/2014;11/08/2014;8;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
NE;PE;Abreu e Lima;F;entre 21 a 30 anos;2014;7;17/07/2014;26/07/2014;04/08/2014;9;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Serviços Financeiros;Demais Seguros (exceto habitacional);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
NE;PE;Recife;F;entre 51 a 60 anos;2014;7;18/07/2014;21/07/2014;04/08/2014;3;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Informação;Informações incompletas / inadequadas sobre o serviço;Telefone;N;S;Finalizada avaliada;Resolvida;4
S ;PR;Sarandi;M;entre 31 a 40 anos;2014;7;14/07/2014;16/07/2014;05/08/2014;2;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Santo André;F;entre 41 a 50 anos;2014;7;24/07/2014;02/08/2014;04/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;7;11/07/2014;21/07/2014;01/08/2014;10;Submarino Viagens;Agências de Viagens;Transportes;Aéreo;Contrato / Oferta;Dificuldade para cancelar o serviço (Cobrança de multa abusiva, recusa etc);Internet;S;S;Finalizada avaliada;Não Resolvida;2
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;7;11/07/2014;21/07/2014;01/08/2014;10;Submarino Viagens;Agências de Viagens;Turismo/Viagens;Pacote / excursão / agência de turismo;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;2
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;7;11/07/2014;21/07/2014;01/08/2014;10;Submarino Viagens;Agências de Viagens;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Não Resolvida;2
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;7;29/07/2014;07/08/2014;27/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;7;20/07/2014;23/07/2014;12/08/2014;3;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Informação;Dados pessoais ou financeiros consultados, coletados, publicados ou repassados sem autorização;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Itapissuma;M;entre 21 a 30 anos;2014;7;28/07/2014;06/08/2014;07/08/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada avaliada;Resolvida;1
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;7;29/07/2014;08/08/2014;26/08/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
