Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
CO;GO;Goiânia;F;entre 61 a 70 anos;2014;10;27/10/2014;04/11/2014;26/11/2014;8;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;CE;Orós;M;entre 21 a 30 anos;2014;10;30/10/2014;31/10/2014;21/11/2014;1;Cartão Submarino;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;RS;Porto Alegre;F;entre 21 a 30 anos;2014;10;30/10/2014;31/10/2014;07/11/2014;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;N;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Cotia;F;entre 21 a 30 anos;2014;10;31/10/2014;07/11/2014;28/11/2014;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;N;S;Finalizada não avaliada;Não Avaliada;
CO;MT;Cuiabá;M;entre 21 a 30 anos;2014;10;31/10/2014;10/11/2014;21/11/2014;10;Tam;Transporte Aéreo;Transportes;Aéreo;Contrato / Oferta;Dificuldade para alterar o contrato de serviço (alteração de vôo, alteração de nome, cobrança etc);Internet;S;S;Finalizada avaliada;Resolvida;4
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;20/10/2014;30/10/2014;07/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;1
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;30/10/2014;07/11/2014;28/11/2014;8;Itauleasing;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Contrato / Oferta;Dificuldade de cancelamento/ exclusão do cadastro;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;10;22/10/2014;31/10/2014;05/11/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;M;entre 31 a 40 anos;2014;10;20/10/2014;30/10/2014;20/11/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;N;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;15/10/2014;17/10/2014;05/11/2014;2;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;3
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;31/10/2014;06/11/2014;27/11/2014;6;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 31 a 40 anos;2014;10;27/10/2014;03/11/2014;21/11/2014;7;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Internet;N;S;Finalizada avaliada;Resolvida;5
N ;AC;Rio Branco;F;entre 31 a 40 anos;2014;10;31/10/2014;03/11/2014;26/11/2014;3;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
CO;GO;Aparecida de Goiânia;M;entre 31 a 40 anos;2014;10;21/10/2014;23/10/2014;12/11/2014;2;Smiles;Programas de Fidelidade;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;F;entre 21 a 30 anos;2014;10;26/10/2014;29/10/2014;19/11/2014;3;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 61 a 70 anos;2014;10;29/10/2014;04/11/2014;15/11/2014;6;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Tremembé;F;entre 31 a 40 anos;2014;10;30/10/2014;08/11/2014;21/11/2014;9;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Descortesia / despreparo / demora;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Tremembé;F;entre 31 a 40 anos;2014;10;31/10/2014;06/11/2014;27/11/2014;6;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;10;18/10/2014;28/10/2014;11/11/2014;10;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Loja física;S;S;Finalizada avaliada;Não Resolvida;1
N ;AC;Rio Branco;F;entre 51 a 60 anos;2014;10;23/10/2014;29/10/2014;19/11/2014;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;N;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Bento;F;mais de 70 anos;2014;10;11/10/2014;14/10/2014;04/11/2014;3;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;M;entre 31 a 40 anos;2014;10;29/10/2014;05/11/2014;26/11/2014;7;Consul;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Vício de Qualidade;Embalagem danificada / violada;Internet;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 41 a 50 anos;2014;10;21/10/2014;31/10/2014;05/11/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Informação;Informações incompletas / inadequadas sobre o serviço, plano, promoção etc;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;10;14/10/2014;24/10/2014;14/11/2014;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;10;14/10/2014;22/10/2014;12/11/2014;8;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;M;entre 31 a 40 anos;2014;10;09/10/2014;14/10/2014;02/11/2014;5;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;17/10/2014;27/10/2014;17/11/2014;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Serviços na internet (provedor, hospedagem, antivírus, vídeos online, aplicativos, jogos);Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Internet;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;10;19/10/2014;20/10/2014;05/11/2014;0;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;4
NE;MA;São Luís;F;entre 31 a 40 anos;2014;10;23/10/2014;31/10/2014;20/11/2014;8;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;5
NE;MA;São Luís;F;entre 31 a 40 anos;2014;10;13/10/2014;16/10/2014;06/11/2014;3;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Contrato / Oferta;Venda casada (imposição de seguro, empréstimo, título de capitalização etc);Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 31 a 40 anos;2014;10;23/10/2014;31/10/2014;21/11/2014;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;F;entre 31 a 40 anos;2014;10;27/10/2014;06/11/2014;06/11/2014;10;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano Odontológico (convênio, autogestão, seguro saúde );Cobrança / Contestação;Cobrança de valores não previstos / não informados (multa, encargos, honorários etc);Catálogo;S;S;Finalizada avaliada;Resolvida;4
SE;MG;Juiz de Fora;F;até 20 anos;2014;10;28/10/2014;04/11/2014;26/11/2014;7;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano Odontológico (convênio, autogestão, seguro saúde );Cobrança / Contestação;Cobrança de valores não previstos / não informados (multa, encargos, honorários etc);Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;F;até 20 anos;2014;10;04/10/2014;14/10/2014;04/11/2014;10;Banco Itaú Unibanco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;10;23/10/2014;28/10/2014;18/11/2014;5;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;F;entre 31 a 40 anos;2014;10;23/10/2014;01/11/2014;26/11/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Demais aparelhos de comunicação;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;10;17/10/2014;24/10/2014;14/11/2014;7;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;30/10/2014;07/11/2014;26/11/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;M;entre 31 a 40 anos;2014;10;10/10/2014;20/10/2014;10/11/2014;10;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Reajuste - Discordância / dúvida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;17/10/2014;24/10/2014;14/11/2014;7;Casas Bahia;Varejo;Produtos de telefonia e informática;Aparelho celular;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;22/10/2014;28/10/2014;18/11/2014;6;Losango;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;01/10/2014;11/10/2014;01/11/2014;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 41 a 50 anos;2014;10;21/10/2014;29/10/2014;16/11/2014;8;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
CO;DF;Brasília;M;entre 31 a 40 anos;2014;10;28/10/2014;04/11/2014;26/11/2014;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 31 a 40 anos;2014;10;28/10/2014;04/11/2014;26/11/2014;7;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;10;11/10/2014;21/10/2014;11/11/2014;10;BB Seguro Auto;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Contrato / Oferta;Alteração da apólice sem solicitação / aviso prévio;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Campo Largo;M;entre 31 a 40 anos;2014;10;23/10/2014;25/10/2014;07/11/2014;2;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;2
S ;PR;Paranaguá;M;entre 31 a 40 anos;2014;10;11/10/2014;21/10/2014;11/11/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;MT;Várzea Grande;F;entre 31 a 40 anos;2014;10;29/10/2014;07/11/2014;27/11/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;5
CO;DF;Brasília;M;entre 21 a 30 anos;2014;10;21/10/2014;22/10/2014;05/11/2014;1;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Cobrança / Contestação;Negativação indevida referente à pagamento já efetuado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;10;30/10/2014;07/11/2014;28/11/2014;8;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São Luís;F;entre 41 a 50 anos;2014;10;27/10/2014;06/11/2014;10/11/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;2
S ;PR;Curitiba;F;até 20 anos;2014;10;24/10/2014;30/10/2014;12/11/2014;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Telefone;N;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;10;29/10/2014;30/10/2014;20/11/2014;1;Ourocard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Cascavel;M;entre 31 a 40 anos;2014;10;21/10/2014;22/10/2014;12/11/2014;1;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;
SE;ES;Vitória;F;entre 21 a 30 anos;2014;10;06/10/2014;16/10/2014;05/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;ES;Cariacica;M;entre 51 a 60 anos;2014;10;28/10/2014;03/11/2014;19/11/2014;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;N;S;Finalizada avaliada;Resolvida;5
SE;ES;Serra;F;entre 31 a 40 anos;2014;10;08/10/2014;17/10/2014;07/11/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 51 a 60 anos;2014;10;21/10/2014;24/10/2014;14/11/2014;3;Mapfre Seguros;Corretoras e Sociedades de Seguros, Capitalização e Previdência;Serviços Financeiros;Seguros de Veículos;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 41 a 50 anos;2014;10;22/10/2014;12/11/2014;17/11/2014;10;Santander Financiamentos;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Domicílio;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2014;10;23/10/2014;30/10/2014;02/11/2014;7;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2014;10;22/10/2014;31/10/2014;13/11/2014;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 51 a 60 anos;2014;10;24/10/2014;01/11/2014;13/11/2014;8;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Resolvida;3
