Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;10;14/10/2014;24/10/2014;11/11/2014;10;Pontofrio.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;1
NE;BA;Salvador;M;entre 21 a 30 anos;2014;10;07/10/2014;17/10/2014;04/11/2014;10;Walmart.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;MG;Curvelo;F;entre 41 a 50 anos;2014;10;29/10/2014;08/11/2014;10/11/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Guaratinguetá;M;entre 31 a 40 anos;2014;10;23/10/2014;28/10/2014;02/11/2014;5;Pontofrio.com;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Guaratinguetá;M;entre 31 a 40 anos;2014;10;23/10/2014;28/10/2014;17/11/2014;5;Submarino;Comércio Eletrônico;Demais Produtos;Produtos para crianças (carrinho, brinquedos, cadeira, vestuário, mamadeira, etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Guaratinguetá;M;entre 31 a 40 anos;2014;10;31/10/2014;07/11/2014;08/11/2014;7;Lojas Colombo.com;Comércio Eletrônico;Produtos de telefonia e informática;Demais aparelhos de comunicação;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;4
SE;ES;Mimoso do Sul;M;entre 21 a 30 anos;2014;10;23/10/2014;27/10/2014;17/11/2014;4;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 41 a 50 anos;2014;10;05/10/2014;15/10/2014;05/11/2014;10;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 61 a 70 anos;2014;10;30/10/2014;07/11/2014;28/11/2014;8;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;10;26/10/2014;03/11/2014;03/11/2014;8;Pontofrio.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Bernardo do Campo;M;entre 51 a 60 anos;2014;10;24/10/2014;03/11/2014;26/11/2014;10;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Stand, feiras e eventos;S;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;10;20/10/2014;22/10/2014;06/11/2014;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Aparelho celular;Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Ganhei de presente;N;S;Finalizada avaliada;Resolvida;5
SE;RJ;Rio de Janeiro;M;entre 31 a 40 anos;2014;10;23/10/2014;31/10/2014;14/11/2014;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Ganhei de presente;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Itaquaquecetuba;M;entre 21 a 30 anos;2014;10;20/10/2014;30/10/2014;17/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada avaliada;Resolvida;4
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;10;17/10/2014;24/10/2014;14/11/2014;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
CO;MT;Cuiabá;F;entre 21 a 30 anos;2014;10;14/10/2014;24/10/2014;08/11/2014;10;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada avaliada;Não Resolvida;5
SE;MG;Belo Horizonte;M;entre 51 a 60 anos;2014;10;23/10/2014;31/10/2014;17/11/2014;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;SP;Campinas;M;entre 41 a 50 anos;2014;10;23/10/2014;31/10/2014;01/11/2014;8;Amil;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Atendimento / SAC;Má qualidade no atendimento presencial ou outros canais (mau atendimento/ constrangimento);Internet;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São João do Soter;M;entre 21 a 30 anos;2014;10;27/10/2014;06/11/2014;27/11/2014;10;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;N;S;Finalizada não avaliada;Não Avaliada;
S ;PR;Curitiba;F;entre 61 a 70 anos;2014;10;30/10/2014;06/11/2014;14/11/2014;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
S ;RS;Santa Maria;F;até 20 anos;2014;10;29/10/2014;08/11/2014;11/11/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
N ;AC;Rio Branco;M;entre 31 a 40 anos;2014;10;16/10/2014;24/10/2014;11/11/2014;8;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;N;S;Finalizada avaliada;Não Resolvida;1
NE;BA;Salvador;M;entre 51 a 60 anos;2014;10;27/10/2014;30/10/2014;20/11/2014;3;Itaucard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Jaboatão dos Guararapes;F;entre 31 a 40 anos;2014;10;27/10/2014;28/10/2014;18/11/2014;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de telefonia e informática;Tablet;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Caraguatatuba;M;entre 31 a 40 anos;2014;10;14/10/2014;17/10/2014;07/11/2014;3;Walmart.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Avaré;M;entre 31 a 40 anos;2014;10;28/10/2014;07/11/2014;09/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Resolvida;5
N ;AC;Rio Branco;M;entre 31 a 40 anos;2014;10;14/10/2014;20/10/2014;10/11/2014;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Camaçari;M;entre 21 a 30 anos;2014;10;10/10/2014;20/10/2014;10/11/2014;10;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Atendimento Bancário;Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Salvador;F;entre 31 a 40 anos;2014;10;22/10/2014;01/11/2014;06/11/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Telefone;S;S;Finalizada avaliada;Resolvida;3
CO;GO;Goiânia;M;entre 21 a 30 anos;2014;10;20/10/2014;28/10/2014;05/11/2014;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Serviço indisponível para a região ou sem previsão;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 61 a 70 anos;2014;10;07/10/2014;15/10/2014;02/11/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;4
SE;RJ;Rio de Janeiro;M;entre 41 a 50 anos;2014;10;18/10/2014;28/10/2014;18/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;Bacabal;M;entre 21 a 30 anos;2014;10;23/10/2014;01/11/2014;06/11/2014;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Ribeirão Preto;M;entre 31 a 40 anos;2014;10;14/10/2014;24/10/2014;07/11/2014;10;Extra.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Recusa em cancelar compra/serviço no prazo de arrependimento (compra fora do estabelecimento);Internet;S;S;Finalizada avaliada;Resolvida;4
SE;SP;Ribeirão Preto;M;entre 31 a 40 anos;2014;10;22/10/2014;27/10/2014;07/11/2014;5;Submarino;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Internet;S;S;Finalizada avaliada;Resolvida;4
NE;BA;Salvador;M;entre 21 a 30 anos;2014;10;23/10/2014;27/10/2014;17/11/2014;4;Walmart.com;Comércio Eletrônico;Produtos de telefonia e informática;Microcomputador e laptops;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;Bacabal;M;entre 21 a 30 anos;2014;10;28/10/2014;06/11/2014;27/11/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Volta Redonda;M;entre 21 a 30 anos;2014;10;15/10/2014;25/10/2014;15/11/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Itaboraí;M;entre 41 a 50 anos;2014;10;24/10/2014;03/11/2014;08/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;N;S;Finalizada avaliada;Resolvida;5
SE;SP;Caraguatatuba;F;entre 31 a 40 anos;2014;10;20/10/2014;28/10/2014;18/11/2014;8;Lojas Colombo.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Juiz de Fora;F;entre 21 a 30 anos;2014;10;31/10/2014;07/11/2014;19/11/2014;7;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;São Pedro da Aldeia;M;entre 41 a 50 anos;2014;10;17/10/2014;27/10/2014;03/11/2014;10;Casasbahia.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Guarujá;F;entre 21 a 30 anos;2014;10;21/10/2014;28/10/2014;06/11/2014;7;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
CO;GO;Goiânia;M;entre 31 a 40 anos;2014;10;21/10/2014;28/10/2014;18/11/2014;7;Lojas Colombo.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;
SE;MG;Belo Horizonte;M;entre 21 a 30 anos;2014;10;08/10/2014;15/10/2014;05/11/2014;7;Casasbahia.com;Comércio Eletrônico;Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Nova Friburgo;F;entre 31 a 40 anos;2014;10;20/10/2014;28/10/2014;15/11/2014;8;Lojas Colombo.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada avaliada;Resolvida;5
SE;SP;Diadema;M;entre 21 a 30 anos;2014;10;17/10/2014;23/10/2014;10/11/2014;6;Banco Santander Cartões;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Stand, feiras e eventos;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;Itapetininga;F;entre 21 a 30 anos;2014;10;26/10/2014;05/11/2014;26/11/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
NE;PE;Recife;M;entre 31 a 40 anos;2014;10;23/10/2014;24/10/2014;01/11/2014;1;Centauro.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada avaliada;Resolvida;5
NE;BA;Salvador;F;entre 31 a 40 anos;2014;10;14/10/2014;24/10/2014;13/11/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Não comprei / contratei;S;S;Finalizada avaliada;Não Resolvida;1
NE;MA;São Luís;F;entre 31 a 40 anos;2014;10;22/10/2014;01/11/2014;26/11/2014;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 21 a 30 anos;2014;10;14/10/2014;16/10/2014;06/11/2014;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Vício de Qualidade;Dificuldade na recarga de créditos (não inserida, não revalidada);Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;BA;Cotegipe;F;entre 41 a 50 anos;2014;10;07/10/2014;17/10/2014;01/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Stand, feiras e eventos;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;Nilópolis;F;entre 31 a 40 anos;2014;10;16/10/2014;17/10/2014;07/11/2014;1;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;RJ;Nilópolis;F;entre 31 a 40 anos;2014;10;23/10/2014;29/10/2014;03/11/2014;6;Submarino;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Resolvida;5
NE;PE;Recife;M;entre 21 a 30 anos;2014;10;23/10/2014;29/10/2014;19/11/2014;6;Lojas Colombo.com;Comércio Eletrônico;Produtos de telefonia e informática;Tablet;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;
NE;MA;São José de Ribamar;M;entre 21 a 30 anos;2014;10;17/10/2014;23/10/2014;13/11/2014;6;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;10;19/10/2014;27/10/2014;01/11/2014;7;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Negativação indevida (não cumprimento de acordo de parcelamento);Loja física;N;S;Finalizada avaliada;Resolvida;3
S ;PR;Curitiba;F;entre 31 a 40 anos;2014;10;22/10/2014;31/10/2014;01/11/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;São Gonçalo;M;entre 41 a 50 anos;2014;10;14/10/2014;14/10/2014;01/11/2014;0;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Loja física;S;S;Finalizada avaliada;Não Resolvida;1
SE;RJ;Rio de Janeiro;F;entre 41 a 50 anos;2014;10;26/10/2014;03/11/2014;26/11/2014;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Contrato / Oferta;Dificuldade para contratar / recusa injustificada;Internet;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;Pedreira;F;entre 31 a 40 anos;2014;10;27/10/2014;05/11/2014;05/11/2014;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Telefone;S;S;Finalizada avaliada;Resolvida;5
SE;RJ;São João de Meriti;F;entre 41 a 50 anos;2014;10;22/10/2014;01/11/2014;20/11/2014;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada avaliada;Não Resolvida;1
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;07/10/2014;17/10/2014;07/11/2014;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cadastro de Restrição (SPC, Serasa etc);Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;10;23/10/2014;31/10/2014;21/11/2014;8;American Express - Amex;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
N ;AM;Manaus;M;entre 61 a 70 anos;2014;10;24/10/2014;27/10/2014;17/11/2014;3;Credicard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Contrato / Oferta;Dificuldade para rescindir o contrato / cancelar o serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;10;20/10/2014;30/10/2014;20/11/2014;10;Bradesco Saúde;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;EmbuGuaçu;M;entre 51 a 60 anos;2014;10;30/10/2014;07/11/2014;07/11/2014;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de telefonia e informática;Aparelho de telefone fixo / interfone;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1
N ;AM;Manaus;M;entre 31 a 40 anos;2014;10;13/10/2014;23/10/2014;13/11/2014;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;F;entre 21 a 30 anos;2014;10;16/10/2014;23/10/2014;13/11/2014;7;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Dificuldade na Renegociação / parcelamento de dívida;Telefone;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;10;23/10/2014;29/10/2014;19/11/2014;6;Banco Santander;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Seguro de Vida / Acidentes Pessoais / Desemprego;Contrato / Oferta;Negativa de cobertura / Demora injustificada ou Divergência na indenização;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Bernardo do Campo;M;entre 21 a 30 anos;2014;10;21/10/2014;31/10/2014;21/11/2014;10;Carrefour;Supermercados;Demais Produtos;Combustível / Inflamáveis (gasolina, etanol, óleo, botijão de gás, GLP, carvão, fogos de artifício etc.);Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Loja física;S;S;Finalizada não avaliada;Não Avaliada;
CO;DF;Brasília;M;entre 21 a 30 anos;2014;10;09/10/2014;17/10/2014;07/11/2014;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;10;23/10/2014;01/11/2014;05/11/2014;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Internet;S;S;Finalizada avaliada;Resolvida;5
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;10;23/10/2014;31/10/2014;19/11/2014;8;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Internet;S;S;Finalizada avaliada;Resolvida;3
